participant,gender,age,language,logical_training,trial_type,card_type,guess_type,card,guess,response,aim,comments,response_type,order,duration
anon89,male,56,ENGLISH,No,XY_X,XY,X,dogele,ele,kinda right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_Z,X,Z,cat,ele,wrong,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_Z,XY,Z,catele,dog,wrong,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_Z,XY,Z,dogele,cat,wrong,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_Z,X,Z,cat,dog,wrong,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_XorY,XY,XorY,catdog,catordog,kinda right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_X,XY,X,catele,cat,kinda right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_XorY,XY,XorY,dogele,dogorele,kinda right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_XandY,XY,XandY,catdog,catanddog,kinda right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_XandY,X,XandY,cat,catandele,wrong,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_XandY,X,XandY,dog,catanddog,wrong,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,XY_XandY,XY,XandY,dogele,dogandele,right,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_XandY,X,XandY,dog,dogandele,wrong,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon89,male,56,ENGLISH,No,X_Z,X,Z,dog,cat,wrong,using conjuntive words and logic. i may not realized the cards again at first,n/a,quatenary,NA,NA
anon90,female,36,English,No,X_XorY,X,XorY,ele,dogorele,right,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_X,X,X,cat,cat,right,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_XorY,X,XorY,dog,dogorele,right,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_XorY,XY,XorY,catdog,catordog,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_Z,XY,Z,dogele,cat,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_XorY,X,XorY,cat,catordog,right,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_Z,X,Z,dog,ele,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_XandY,X,XandY,cat,catandele,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_X,XY,X,catdog,dog,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_X,X,X,ele,ele,right,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_XandY,X,XandY,ele,dogandele,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_XandY,XY,XandY,dogele,dogandele,right,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_X,X,X,dog,dog,right,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_XorY,XY,XorY,dogele,dogorele,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_XandY,XY,XandY,catele,catandele,right,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_Z,X,Z,ele,cat,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_XorY,XY,XorY,catele,catorele,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_Z,XY,Z,catdog,ele,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_XandY,XY,XandY,catdog,catanddog,right,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_X,XY,X,catele,cat,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_Z,XY,Z,catele,dog,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_Z,X,Z,cat,ele,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,X_XandY,X,XandY,dog,catanddog,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon90,female,36,English,No,XY_X,XY,X,dogele,ele,wrong,determining how people interrupt correctness,NA,binary,NA,NA
anon91,female,33,english,No,XY_X,XY,X,dogele,dog,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_Z,X,Z,dog,cat,wrong,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_XorY,X,XorY,dog,dogorele,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_XorY,X,XorY,ele,catorele,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_XandY,X,XandY,cat,catandele,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_Z,X,Z,cat,dog,wrong,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_X,X,X,dog,dog,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_XandY,X,XandY,cat,catanddog,neiter,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_XandY,X,XandY,dog,catanddog,wrong,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_XorY,XY,XorY,catele,catorele,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_XandY,XY,XandY,catele,catandele,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_Z,XY,Z,catdog,ele,wrong,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_XorY,XY,XorY,catdog,catordog,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_Z,XY,Z,catele,dog,wrong,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_Z,X,Z,cat,ele,wrong,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_X,X,X,ele,ele,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_X,XY,X,catele,cat,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_XandY,XY,XandY,dogele,dogandele,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_XandY,XY,XandY,catdog,catanddog,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_Z,XY,Z,dogele,cat,wrong,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_XorY,XY,XorY,dogele,dogorele,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,XY_X,XY,X,catdog,dog,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_XorY,X,XorY,dog,catordog,right,using the words and/or in sentence,NA,ternary,NA,NA
anon91,female,33,english,No,X_X,X,X,cat,cat,right,using the words and/or in sentence,NA,ternary,NA,NA
anon92,male,41,english,No,X_XorY,X,XorY,dog,dogorele,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_XandY,XY,XandY,catdog,catanddog,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_XorY,X,XorY,cat,catorele,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_X,XY,X,catele,ele,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_XorY,XY,XorY,dogele,dogorele,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_Z,XY,Z,dogele,cat,wrong,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_Z,X,Z,cat,dog,wrong,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_X,X,X,dog,dog,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_Z,XY,Z,catele,dog,wrong,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_XandY,X,XandY,cat,catandele,wrong,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_Z,X,Z,dog,cat,wrong,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_XandY,XY,XandY,catele,catandele,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_Z,X,Z,ele,dog,wrong,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_XandY,X,XandY,ele,dogandele,wrong,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_X,XY,X,catdog,dog,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_XandY,XY,XandY,dogele,dogandele,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_XandY,X,XandY,ele,catandele,wrong,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_Z,XY,Z,catdog,ele,wrong,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_X,X,X,ele,ele,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_XorY,XY,XorY,catele,catorele,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_XorY,X,XorY,dog,catordog,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_XorY,XY,XorY,catdog,catordog,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,X_X,X,X,cat,cat,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon92,male,41,english,No,XY_X,XY,X,catdog,cat,right,"im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.",NA,binary,NA,NA
anon94,male,26,english,No,XY_X,XY,X,catdog,dog,kinda right,I have no idea,NA,quatenary,NA,NA
anon94,male,26,english,No,X_XandY,X,XandY,cat,catandele,wrong,I have no idea,NA,quatenary,NA,NA
