participant,gender,age,language,logical_training,card_type,guess_type,card,guess,response,aim,comments,type
anon22,male,27,english,No,XY,Z,catele,dog,0,not sure,,binary
anon22,male,27,english,No,X,XorY,ele,dogorele,1,not sure,,binary
anon23,male,32,English,No,XY,XorY,catdog,catordog,1,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,X,dog,dog,3,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,X,dogele,dog,2,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,X,cat,cat,3,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,Z,ele,dog,0,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,X,catdog,cat,2,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,XandY,ele,catandele,3,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,Z,dog,ele,0,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,XandY,dogele,dogandele,3,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,XorY,catele,catorele,1,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,Z,dogele,cat,0,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,X,catele,cat,2,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,XorY,cat,catorele,2,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,XandY,cat,catandele,0,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,X,ele,ele,3,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,Z,catele,dog,0,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,XorY,ele,dogorele,2,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,Z,dog,cat,0,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,XandY,catele,catandele,3,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,XorY,cat,catordog,2,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,XandY,catdog,catanddog,3,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,XorY,dogele,dogorele,1,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,XY,Z,catdog,ele,0,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon23,male,32,English,No,X,XandY,cat,catanddog,1,Understanding if there was a set right and wrong or some inbetween areas in judgement. ,,quatenary
anon24,male,22,english,No,XY,XorY,catele,catorele,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,X,dogele,dog,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,Z,catdog,ele,0,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,Z,dogele,cat,0,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,XandY,catdog,catanddog,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,X,ele,ele,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,X,dogele,ele,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,XandY,dogele,dogandele,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,XorY,dog,dogorele,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,XorY,dog,catordog,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,Z,catele,dog,0,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,XandY,ele,catandele,0,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,X,dog,dog,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,XandY,catele,catandele,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,XorY,catdog,catordog,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,XandY,dog,dogandele,0,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,Z,dog,cat,0,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,Z,dog,ele,0,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,XandY,dog,catanddog,0,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,X,catele,cat,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,Z,ele,cat,0,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,XorY,ele,dogorele,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,X,X,cat,cat,1,was to study how someone perceived what was right and what was wrong,,binary
anon24,male,22,english,No,XY,XorY,dogele,dogorele,1,was to study how someone perceived what was right and what was wrong,,binary
anon25,male,34,English,Yes,XY,X,dogele,dog,2,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,Z,cat,ele,0,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,XandY,catdog,catanddog,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,Z,cat,dog,0,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,XandY,dog,dogandele,0,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,XandY,ele,catandele,0,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,XorY,catele,catorele,2,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,X,dogele,ele,2,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,X,cat,cat,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,XandY,cat,catandele,0,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,Z,catdog,ele,0,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,XandY,catele,catandele,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,Z,dog,ele,0,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,XorY,ele,catorele,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,X,catdog,cat,2,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,XandY,dogele,dogandele,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,Z,dogele,cat,0,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,XorY,dogele,dogorele,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,XorY,catdog,catordog,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,XorY,dog,dogorele,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,X,dog,dog,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,X,ele,ele,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,XY,Z,catele,dog,0,"No idea, train AI to respond to various affirmations?",,quatenary
anon25,male,34,English,Yes,X,XorY,cat,catorele,3,"No idea, train AI to respond to various affirmations?",,quatenary
anon26,male,33,English,Yes,X,Z,dog,cat,0,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,Z,catele,dog,0,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,XorY,cat,catordog,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,X,catdog,cat,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,Z,catdog,ele,0,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,Z,dogele,cat,0,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,Z,ele,dog,0,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,X,dog,dog,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,X,catele,ele,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,XandY,ele,dogandele,0,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,XorY,catele,catorele,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,X,dogele,dog,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,XorY,dogele,dogorele,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,XandY,catdog,catanddog,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,XandY,ele,catandele,0,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,XandY,catele,catandele,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,Z,cat,ele,0,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,X,ele,ele,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,XorY,catdog,catordog,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,XY,XandY,dogele,dogandele,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,XorY,dog,catordog,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,XorY,dog,dogorele,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,X,cat,cat,100,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon26,male,33,English,Yes,X,XandY,cat,catandele,0,to see how people with no knowledge of logical operations would answer the questions,no issues,slider
anon27,male,24,en,No,XY,XandY,catele,catandele,1,no,,binary
anon27,male,24,en,No,XY,XandY,dogele,dogandele,1,no,,binary
anon27,male,24,en,No,X,Z,ele,cat,0,no,,binary
anon27,male,24,en,No,X,X,dog,dog,1,no,,binary
anon27,male,24,en,No,X,XandY,dog,catanddog,0,no,,binary
anon27,male,24,en,No,X,XandY,cat,catandele,2,no,,binary
anon27,male,24,en,No,X,XorY,ele,catorele,0,no,,binary
anon27,male,24,en,No,XY,X,catele,ele,1,no,,binary
anon27,male,24,en,No,X,Z,cat,dog,0,no,,binary
anon27,male,24,en,No,XY,XandY,catdog,catanddog,1,no,,binary
anon27,male,24,en,No,XY,X,dogele,dog,1,no,,binary
anon27,male,24,en,No,X,X,cat,cat,1,no,,binary
anon27,male,24,en,No,X,XorY,ele,dogorele,0,no,,binary
anon27,male,24,en,No,X,X,ele,ele,1,no,,binary
anon27,male,24,en,No,X,XandY,ele,catandele,0,no,,binary
anon27,male,24,en,No,XY,X,dogele,ele,1,no,,binary
anon27,male,24,en,No,XY,XorY,catdog,catordog,1,no,,binary
anon27,male,24,en,No,XY,Z,catele,dog,0,no,,binary
anon27,male,24,en,No,XY,XorY,catele,catorele,1,no,,binary
anon27,male,24,en,No,XY,Z,catdog,ele,0,no,,binary
anon27,male,24,en,No,XY,XorY,dogele,dogorele,1,no,,binary
anon27,male,24,en,No,X,XorY,cat,catorele,1,no,,binary
anon27,male,24,en,No,XY,Z,dogele,cat,0,no,,binary
anon27,male,24,en,No,X,Z,cat,ele,0,no,,binary
anon28,male,22,English,No,X,XandY,cat,catandele,0,I actually do not know.,,slider
anon28,male,22,English,No,XY,X,catele,ele,100,I actually do not know.,,slider
anon28,male,22,English,No,XY,XandY,catdog,catanddog,100,I actually do not know.,,slider
anon28,male,22,English,No,X,Z,ele,cat,0,I actually do not know.,,slider
anon28,male,22,English,No,XY,XorY,dogele,dogorele,100,I actually do not know.,,slider
anon28,male,22,English,No,X,X,dog,dog,100,I actually do not know.,,slider
anon28,male,22,English,No,X,XandY,dog,catanddog,0,I actually do not know.,,slider
anon28,male,22,English,No,X,X,ele,ele,100,I actually do not know.,,slider
anon28,male,22,English,No,XY,XandY,dogele,dogandele,46,I actually do not know.,,slider
anon28,male,22,English,No,XY,Z,dogele,cat,10,I actually do not know.,,slider
anon28,male,22,English,No,XY,XandY,catele,catandele,71,I actually do not know.,,slider
anon28,male,22,English,No,XY,Z,catele,dog,20,I actually do not know.,,slider
anon28,male,22,English,No,XY,X,catdog,dog,87,I actually do not know.,,slider
anon28,male,22,English,No,XY,X,catele,cat,84,I actually do not know.,,slider
anon28,male,22,English,No,X,Z,dog,cat,87,I actually do not know.,,slider
anon28,male,22,English,No,X,XandY,ele,catandele,93,I actually do not know.,,slider
anon28,male,22,English,No,X,XorY,ele,dogorele,90,I actually do not know.,,slider
anon28,male,22,English,No,XY,XorY,catdog,catordog,15,I actually do not know.,,slider
anon28,male,22,English,No,X,X,cat,cat,93,I actually do not know.,,slider
anon28,male,22,English,No,X,Z,ele,dog,93,I actually do not know.,,slider
anon28,male,22,English,No,X,XorY,dog,catordog,87,I actually do not know.,,slider
anon28,male,22,English,No,X,XorY,cat,catordog,87,I actually do not know.,,slider
anon28,male,22,English,No,XY,Z,catdog,ele,91,I actually do not know.,,slider
anon28,male,22,English,No,XY,XorY,catele,catorele,97,I actually do not know.,,slider
anon29,female,34,English,No,XY,X,dogele,dog,100,to determine how people interpret statements,no comments,slider
anon29,female,34,English,No,X,XandY,dog,catanddog,0,to determine how people interpret statements,no comments,slider
anon29,female,34,English,No,X,X,dog,dog,100,to determine how people interpret statements,no comments,slider
anon29,female,34,English,No,X,Z,ele,dog,0,to determine how people interpret statements,no comments,slider
anon29,female,34,English,No,X,XorY,dog,catordog,100,to determine how people interpret statements,no comments,slider
anon29,female,34,English,No,XY,XorY,catele,catorele,60,to determine how people interpret statements,no comments,slider
anon29,female,34,English,No,XY,Z,dogele,cat,0,to determine how people interpret statements,no comments,slider
anon29,female,34,English,No,XY,XandY,catdog,catanddog,100,to determine how people interpret statements,no comments,slider
anon29,female,34,English,No,X,X,ele,ele,100,to determine how people interpret statements,no comments,slider
